Pressure,Valve,Flow,Production
8.651680946,42.68566895,1678.63501,4998.116
8.629452705,42.92410278,1679.439209,4779.022
8.669009209,43.16253281,1676.135132,5246.566
8.603368759,43.40096664,1682.297363,5464.328
8.599403381,43.54423904,1685.660889,5183.387
8.673645973,43.51057434,1674.413086,5211.417
8.712856293,43.47690582,1672.009399,5068.278
8.736801147,43.4432373,1692.18042,5151.791
8.710629463,43.40956879,1692.55603,4895.46
8.714146614,42.75247192,1705.387695,5241.208
8.67373085,42.55092621,1704.956909,4821.374
8.669843674,42.67809296,1703.454834,5343.554
8.653100014,42.8052597,1702.630859,5316.454
8.575368881,42.93242645,1693.359619,5264.003
8.596662521,43.05958939,1694.219482,4944.395
8.631913185,43.19141388,1692.059814,5173.411
8.667164803,43.51159668,1687.680908,4923.076
8.686350822,43.83178329,1718.30188,4818.888
8.647324562,44.15196991,1732.581421,4556.596
8.669430733,44.47215652,1725.563477,5252.354
8.715740204,44.79233932,1732.102539,5431.653
8.6398592,44.7858963,1764.317627,5017.922
8.659696579,44.32762909,1755.458008,4922.379
8.712706566,43.86936188,1770.384766,4922.847
8.765715599,43.41109467,1779.466187,4711.915
8.75921154,43.03255463,1788.373047,4971.732
8.709420204,43.39161682,1788.019409,5410.49
8.711335182,43.75067902,1782.704346,5247.739
8.68447876,44.10974121,1784.820923,5340.611
8.641483307,44.46880341,1779.447998,4822.882
8.716007233,44.49799347,1789.351807,4940.708
8.809719086,44.2755928,1795.904419,5077.621
8.801729202,44.05319595,1774.247681,5287.636
8.754915237,43.83079529,1779.138672,5340.54
8.753843307,43.60839462,1773.202148,4881.41
8.724736214,43.38599777,1747.081177,5439.401
8.688620567,43.16359711,1738.212402,5092.967
8.706199646,42.94119644,1753.115234,4918.265
8.755338669,42.71879959,1743.14856,4639.748
8.72618103,42.67140198,1751.122681,4964.528
8.672245026,42.65736771,1734.309204,5341.866
8.697747231,42.64333344,1747.070923,4759.875
8.632807732,42.62930298,1737.929199,5456.78
8.583730698,42.61526871,1740.315186,5218.942
8.72254467,42.62127686,1742.701172,5144.407
8.775619507,42.71531677,1745.087158,5035.226
8.771929741,42.8093605,1753.142334,4771.063
8.697459221,42.90340042,1746.265503,4531.526
8.702571869,42.99744415,1756.050049,4719.991
8.675792694,43.09148407,1759.431641,5340.564
8.742782593,43.1855278,1762.813232,5094.226
8.740680695,43.27956772,1745.686279,4991.251
8.643081665,43.37360764,1756.174072,5150.474
8.705872536,43.46765137,1760.928589,5070.412
8.731852531,43.30352402,1755.525513,5035
8.680583954,43.04955673,1760.954224,4523.846
8.757678986,42.79559326,1775.20874,4955.124
8.843560219,42.5647583,1754.055664,5268.274
8.715953827,42.74979019,1744.944824,5445.385
8.638297081,42.9348259,1747.75293,5109.077
8.643601418,43.11985779,1750.347046,5181.433
8.651618958,43.30489349,1754.603394,4811.684
8.663389206,43.48992538,1747.543701,4976.578
8.672611237,43.66622543,1776.641235,4791.626
8.699794769,43.77534103,1771.869263,5184.01
8.761486053,43.88445663,1763.136963,5417.444
8.725842476,43.99357224,1764.955933,5286.279
8.670198441,44.14720917,1759.900513,5009.853
8.622178078,45.00482178,1763.97876,4965.743
8.658203125,43.86579514,1747.508301,5008.019
7.819740772,39.58211517,1102.885498,4314.396
7.860547066,40.73118973,1110.832764,4610.347
7.837283611,42.01600647,1179.529907,4696.779
7.939165592,41.64039993,1216.70459,4900.335
8.041751862,39.9716301,1250.851685,4532.045
8.166506767,38.69107056,1286.880249,4788.452
8.281354904,39.5612793,1306.413208,4579.1
8.353920937,39.99089432,1296.528076,4786.159
8.376732826,40.42050552,1290.854858,4415.476
8.581159592,44.33706665,1543.783203,4699.169
8.532437325,43.9318924,1513.029175,4933.364
8.51612854,43.52671814,1498.837036,4440.583
8.412746429,45.44076157,1548.699829,4891.985
8.37566185,46.82488632,1649.619995,4766.76
8.646056175,44.4281044,1656.041382,4978.637
8.703521729,44.16994476,1682.671509,4726.934
8.741023064,43.91178513,1692.801025,4645.987
8.798827171,43.65362549,1728.451416,4899.326
8.816234589,42.10074997,1736.240967,4883.036
8.770020485,42.32395554,1731.109497,4683.107
8.641305923,42.5471611,1750.300903,4838.602
8.511962891,42.77036285,1760.740356,4974.861
8.532231331,42.99356842,1759.999268,5063.205
8.594545364,43.19055557,1761.372192,5087.043
8.647351265,43.36171341,1758.569214,5093.242
8.65277195,43.53287506,1755.932251,4930.169
8.630825996,43.7040329,1760.622314,4781.988
8.596003532,43.99052811,1769.159912,5151.232
8.408717155,45.57307053,1776.527588,5055.421
8.55589962,45.41702271,1801.324829,4955.381
8.645232201,44.75400543,1798.056274,5213.073
8.714531898,44.09098816,1795.03418,4938.228
8.618641853,43.62355804,1769.52771,5046.098
8.477989197,44.24985886,1785.293213,4833.182
8.435810089,44.87615967,1797.974243,4809.029
8.598489761,44.35065842,1780.23645,4760.982
8.661314011,43.72493362,1780.633423,4908.149
8.679642677,43.09920502,1784.400879,4897.464
8.670488358,42.47348022,1695.416138,5302.888
8.504847527,45.29764175,1732.516357,4999.373
8.461051941,44.88879776,1700.700317,5212.06
8.470324516,44.47995377,1711.195923,5238.972
8.516551018,44.07110596,1714.577881,5162.567
8.332561493,45.51575851,1717.959717,5211.803
8.60761261,43.01028061,1731.364136,5394.393
8.575158119,43.52007294,1754.910522,5248.663
8.639205933,44.38421249,1743.64502,5094.217
8.487864494,45.49029922,1751.554077,5210.872
8.445632935,46.59638596,1772.655029,4921.771
8.476210594,46.36961365,1773.277832,4785.905
8.467042923,45.88492584,1785.184692,4724.475
8.574425697,45.40024185,1795.74353,4988.177
8.754369736,45.15069199,1798.041626,5469.459
8.776518822,45.15403748,1795.826782,5237.989
8.736536026,45.15738297,1794.445068,5154.137
8.770003319,45.16072845,1793.210938,5236.093
8.680334091,45.16407013,1815.37915,5238.88
8.67831707,45.16741562,1813.573853,5349.262
8.612550735,45.15332031,1822.569092,4926.845
8.579357147,44.97208405,1831.869751,5041.439
8.678781509,44.79084778,1841.800293,5403.503
8.729814529,44.60961533,1844.488281,5290.175
8.707585335,44.42837906,1861.838135,5343.57
8.664432526,44.24714279,1858.976563,5030.864
8.662249565,44.06590652,1856.929199,4706.034
8.624345779,43.88467026,1859.397705,5241.532
8.638660431,42.60260773,1719.223022,5077.606
8.548086166,43.73773575,1778.247925,5105.495
8.621702194,44.2276268,1786.421509,5337.882
8.708148956,43.48031998,1772.224487,5181.867
8.714486122,43.09654999,1776.905518,5180.884
8.628369331,43.19969559,1776.081543,4949.445
8.588651657,43.30283737,1791.992554,4780.617
8.599909782,43.40598297,1796.416748,5207.128
8.659428596,43.50912857,1808.844482,5163.013
8.719968796,43.61227417,1805.102173,5072.817
8.743560791,43.71858215,1812.414307,5061.515
8.645756721,44.28542328,1764.558838,5434.226
8.584982872,44.85226059,1776.011475,5091.983
8.433883667,45.41910172,1766.795654,5121.176
8.457949638,45.28962326,1761.115356,4885.557
8.614553452,44.55289459,1772.949951,4555.239
8.618800163,43.92761993,1766.004272,5221.756
8.664284706,44.12654114,1797.23938,5439.095
8.662050247,44.32546234,1804.410522,5317.749
8.664494514,44.52438354,1815.261475,4928
8.712608337,44.72330475,1821.188232,5071.754
8.744351387,44.92222595,1816.584961,4860.833
8.721372604,45.12114716,1837.489014,5303.228
8.717111588,45.32006836,1823.819214,4778.963
8.699337006,45.47354126,1845.500977,5077.56
8.710458755,45.35070419,1836.206909,5248.829
8.79556942,45.22787094,1804.756714,5326.846
8.785291672,45.10503387,1824.420898,5123.042
8.808197021,44.98220062,1831.819824,5094.802
8.76206398,44.85936356,1839.218872,4960.392
8.696120262,44.64313889,1829.839111,4848.768
8.690241814,43.79486465,1855.344482,5154.508
8.784451485,43.98765182,1763.098389,5196.877
8.765778542,44.47477341,1770.373657,5176.67
8.661281586,44.60993576,1779.648193,5285.55
8.536476135,44.64642334,1778.239136,5111.393
8.648295403,44.67221451,1767.273193,5073.708
8.714704514,44.69622421,1780.237793,4840.62
8.720561028,44.72023773,1771.755737,5098.435
8.747890472,44.74424744,1800.274536,5111.356
8.785533905,44.76825714,1801.944946,5241.286
8.823177338,44.79227066,1811.642578,5183.531
8.744715691,44.81628036,1815.755981,5371.109
8.778660774,44.84029007,1809.299438,4923.852
8.804528236,44.86430359,1779.215698,5036.905
8.785535812,44.88831329,1785.520996,4746.431
8.753242493,44.912323,1795.576294,4850.951
8.761752129,44.93633652,1774.105103,5021.305
8.779808998,44.96034622,1789.746094,5174.316
8.773612976,44.98435593,1795.384033,5167.939
8.743515015,45.00836945,1789.576538,5086.387
8.711170197,44.95968628,1795.966187,4984.678
8.750311852,44.899086,1798.900879,4869.575
8.850583076,44.83848953,1802.455688,4747.165
8.900304794,44.77788925,1814.182983,4966.1
8.899123192,44.71729279,1819.227295,5296.996
8.898578644,44.6566925,1819.812866,5305.316
8.874103546,44.59609604,1824.541016,4575.309
8.859269142,44.59437943,1834.455688,4840.896
8.861558914,44.66292953,1832.604126,5033.436
8.892791748,44.73147964,1842.30249,5252.47
8.905934334,44.80002975,1848.412354,4869.461
8.911165237,44.86858368,1862.257935,4889.252
8.920016289,44.93713379,1862.2052,5504.792
8.943972588,45.0056839,1873.636719,5466.531
8.889092445,45.07423401,1868.153564,4923.337
8.838665962,45.14278412,1873.780273,5049.792
8.852268219,45.21133804,1878.578125,4929.901
8.925269127,45.27988815,1886.213623,5143.269
8.915582657,45.34843826,1880.178467,4550.207
8.962539673,45.41698837,1882.722534,5222.255
8.931947708,45.41461182,1899.270874,5232.882
8.896873474,45.36288834,1903.690186,5258.204
8.878015518,45.31116867,1910.134766,5231.942
8.889370918,45.25944519,1909.932007,5214.464
8.885159492,45.20772171,1907.779785,4701.041
8.936964035,45.15599823,1908.943359,4786.484
8.967096329,45.10427856,1925.181519,5189.773
8.967096329,45.05255508,1920.564209,5380.809
8.98708725,45.0008316,1936.77417,5156.509
8.98440361,44.94910812,1960.53479,5188.942
8.9703722,44.89738846,1945.606934,4988.066
8.961630821,44.84566498,1939.914429,4805.643
8.957282066,44.7939415,1947.881958,4526.224
8.940578461,44.74221802,1951.2229,4665.276
8.928706169,44.69049835,1954.279785,5162.055
8.946390152,44.63877487,1949.378296,4923.486
8.962815285,44.58705139,1947.06897,5273.857
8.974045753,44.53532791,1958.200317,4998.538
8.927286148,44.48360825,1952.394531,4941.164
9.007725716,44.43188477,1962.009399,4778.025
9.016949654,44.38016129,1961.995117,4687.627
9.002371788,44.32843781,1968.738159,4433.464
8.665729523,45.01739883,1624.114136,5334.046
8.741326332,44.44974899,1611.384521,5274.86
8.835488319,43.88209915,1627.041016,5270.397
8.849112511,43.31444931,1631.278076,4935.515
8.786686897,42.94537354,1632.903564,5191.095
8.774851799,42.84432983,1629.360229,5414.254
8.759197235,42.74328613,1613.776489,5402.736
8.724926949,42.64224243,1620.378174,4996.504
8.719402313,42.44015884,1625.475586,5044.629
8.652445793,42.33911514,1627.031372,5214.709
8.703393936,42.23807144,1619.133667,5236.018
8.763782501,42.31020737,1600.432495,5072.54
8.771513939,42.73235703,1610.057983,5054.443
8.729345322,43.15450668,1612.666504,4758.374
8.698551178,43.55272293,1613.732178,4804.571
8.722581863,43.40047455,1610.671631,5560.034
8.779813766,43.24822998,1603.198364,5383.528
8.711701393,43.0959816,1608.199951,5239.157
8.803813934,42.94373322,1614.62207,5006.093
8.779291153,42.79148865,1613.926758,4933.934
8.83956337,42.63924026,1609.259033,4744.827
8.815156937,42.48699188,1603.97998,4894.728
8.895233154,42.33474731,1598.030273,5440.98
8.95321846,42.18249893,1576.12207,5474.572
8.900165558,43.14827347,1602.036255,4990.634
8.864394188,43.22770309,1597.416992,5106.169
8.844922066,43.30713272,1628.41748,5166.4
8.899449348,43.38656235,1624.463867,5383.383
8.914076805,43.46599197,1641.330444,4840.642
8.869246483,43.54542542,1640.685425,4824.003
8.879243851,43.62485504,1637.756958,5282.03
8.862366676,43.70428467,1643.397095,5469.744
8.836874962,43.78371429,1648.903687,5283.127
8.829754829,43.86475372,1651.188965,5300.639
8.819676399,43.96976089,1659.842651,4842.376
8.867350578,44.07476807,1659.446289,5114.693
8.917315483,44.17977524,1671.828613,5010.825
8.932756424,44.28478241,1680.050415,4986.798
8.855090141,44.38978958,1669.343994,5480.006
8.776977539,44.49479675,1684.194092,5360.112
8.796432495,44.59980392,1690.367554,5296.24
8.792433739,44.65011215,1698.624023,4931.442
8.791006088,44.68891144,1692.02356,4855.6
8.805583,44.72770691,1751.798096,5146.421
8.852115631,44.76650238,1741.085205,4856.615
8.877851486,44.80530167,1763.724854,5322.723
8.886930466,44.84409714,1788.562256,5430.985
8.884400368,44.88289642,1799.370117,5352.578
8.864579201,44.92169189,1812.091553,5082.612
8.855546951,44.96048737,1808.791504,5228.534
8.862833023,44.99928665,1818.360962,5095.084
8.865181923,45.03808212,1828.883057,4592.709
8.858058929,45.07688141,1817.515869,5390.505
8.844069481,45.11567688,1790.212891,5311.946
8.809771538,45.15447235,1783.708496,5236.004
8.827628136,45.19327164,1799.850464,5232.824
8.84480381,45.23206711,1812.458008,5092.096
8.842873573,45.27086639,1824.697021,4869.925
8.829403877,45.30966187,1810.851929,4999.063
8.844560623,45.34845734,1814.316162,5090.321
8.793109894,45.38725662,1816.533569,5253.568
8.824412346,45.42605209,1804.938477,5258.598
8.854344368,45.46485138,1803.472656,5234.731
8.835634232,45.50364685,1823.566895,5374.812
8.81071949,45.54244232,1828.124023,5370.301
8.86413765,45.58124161,1813.560181,4838.615
8.825252533,45.62003708,1825.261475,4929.333
8.793901443,45.65883636,1817.209961,4639.737
8.793923378,45.69763184,1813.109131,5354.129
8.815591812,45.73642731,1819.055176,5148.623
8.795728683,45.77522659,1827.907837,5294.681
8.79750061,45.41701508,1799.711426,5081.97
8.836697578,44.67954636,1824.564209,5042.864
8.932884216,44.61109161,1829.39917,4839.947
8.941091537,44.54263306,1810.783081,5249.871
8.905643463,44.47417831,1777.607666,5009.39
8.816460609,44.40571976,1765.84314,5186.733
8.907086372,44.33726501,1763.700806,5420.341
8.895722389,44.26880646,1775.690674,5055.73
8.903675079,44.20035172,1766.075195,5201.721
8.918706894,44.13189316,1778.526001,4818.015
8.925265312,44.06343842,1772.163818,4861.38
8.887363434,43.99497986,1777.363037,5527.042
8.866065979,43.92652512,1763.045288,5094.708
8.966706276,43.85806656,1776.59021,5227.786
8.979981422,43.79357529,1765.932739,5173.867
8.899661064,43.78612518,1767.557373,5211.354
8.887070656,43.77867889,1770.661621,5306.486
8.931967735,43.77122879,1788.3302,4856.721
8.892814636,43.76377869,1780.998535,5028.875
8.96364975,43.75632858,1776.190186,5380.938
8.92380619,43.74888229,1755.007446,5096.787
8.902923584,43.74143219,1764.535889,5120.333
8.948352814,43.73398209,1760.051514,5023.266
8.90791893,43.72653198,1767.736328,5357.521
8.969175339,43.71908569,1751.165649,5010.666
8.957474709,43.71163559,1750.259033,4882.619
8.963265419,43.70418549,1758.18396,4747.978
8.94129467,43.69673538,1760.349487,4938.288
8.914822578,43.68928909,1749.224854,5383.681
8.916512489,43.68183899,1727.768555,5197.604
8.917567253,43.67438889,1745.000366,5443.239
9.005723,43.6669426,1747.179932,5125.467
9.024205208,43.65949249,1740.258179,5205.188
9.018741608,43.65204239,1748.348755,4682.033
8.970326424,43.64459229,1742.034424,4848.189
8.928326607,43.637146,1741.1427,5084.815
8.94849968,43.62969589,1734.558594,5443.243
8.958733559,43.62229156,1728.889648,5062.415
8.89511013,43.61520767,1730.703491,5040.463
8.885852814,43.60811996,1736.030762,4910.095
8.926559448,43.60103607,1730.281738,4904.327
8.937374115,43.59395218,1722.497437,5493.933
8.941971779,43.58686829,1723.495728,5279.196
8.971331596,43.57978058,1726.06665,5319.45
8.977367401,43.57269669,1720.039063,5158.921
8.99078846,43.56561279,1727.314087,5209.821
8.991241455,43.5585289,1719.213989,5223.213
8.954628944,43.55144501,1713.847656,5064.502
8.978728294,43.5443573,1693.17688,5064.468
8.974982262,43.53727341,1714.373779,4893.979
8.892994881,43.53018951,1710.371582,5090.626
8.89896965,43.52310562,1698.521606,5109.958
8.84825325,43.37945557,1707.640625,5212.679
8.889267921,43.22180939,1692.039795,5088.046
8.855911255,43.06416321,1694.945313,4733.058
8.909986496,42.90651703,1694.525391,4876.855
8.921811104,42.74887466,1678.090332,4986.494
8.938673973,42.64447021,1665.759888,4899.279
8.873472214,42.56088638,1658.016602,5330.123
8.861715317,42.47730637,1644.771973,5561.745
8.921397209,42.39372253,1627.330811,5216.43
8.871318817,42.31014252,1634.428955,4770.762
8.884401321,42.22655869,1607.073975,5019.127
8.874482155,42.14297867,1634.319702,5087.406
8.896520615,42.05939484,1634.153442,4807.826
8.898845673,41.97581482,1633.987061,4755.818
8.925061226,41.89223099,1633.820801,4792.629
8.876394272,41.87387466,1630.276245,5235.508
8.878553391,41.87717438,1606.428833,5139.684
8.823529243,41.88047791,1606.223145,4993.655
8.760374069,41.88377762,1608.558228,4993.821
8.796958923,41.89413834,1625.140137,4823.443
8.906596184,41.95226669,1610.364746,5130.043
8.903140068,42.01039124,1619.558838,5286.667
8.89851284,42.06851578,1622.724731,5247.496
8.883048058,42.12664032,1612.667114,5326.358
8.918085098,42.18476868,1604.635864,5085.129
8.849912643,42.24289322,1607.806763,4823.205
8.831964493,42.30101776,1590.63562,5006.989
8.854224205,42.3591423,1593.015015,5192.168
8.888546944,42.41555405,1590.789917,4911.807
8.94153595,42.47037506,1605.200928,4915.08
8.953907013,42.52519226,1603.182739,5415.095
8.972090721,42.58000946,1603.265869,5119.591
8.925788879,42.63483047,1605.110962,5017.132
